dataset,seed,feature_source,readout,accuracy,feature_sparsity,feature_train_time_s,readout_train_time_s,train_subset_n,test_subset_n,status,error
fashion_mnist,2,sparse_oja,linear_svm,0.266,0.8984375,4.3982017040252686,0.3816699981689453,2000,1000,ok,
fashion_mnist,2,sparse_oja,knn5,0.413,0.8984375,4.3982017040252686,1.2779607772827148,2000,1000,ok,
fashion_mnist,2,sparse_oja,small_mlp,0.094,0.8984375,4.3982017040252686,0.1149156093597412,2000,1000,ok,
fashion_mnist,2,homeostatic_sparse_oja,logreg,0.143,0.8984375,3.1912059783935547,0.5945045948028564,2000,1000,ok,
fashion_mnist,2,homeostatic_sparse_oja,ridge,0.631,0.8984375,3.1912059783935547,0.0052378177642822,2000,1000,ok,
fashion_mnist,2,homeostatic_sparse_oja,linear_svm,0.226,0.8984375,3.1912059783935547,0.3918402194976806,2000,1000,ok,
fashion_mnist,2,homeostatic_sparse_oja,knn5,0.4,0.8984375,3.1912059783935547,1.3919601440429688,2000,1000,ok,
fashion_mnist,2,homeostatic_sparse_oja,small_mlp,0.099,0.8984375,3.1912059783935547,0.0444867610931396,2000,1000,ok,
fashion_mnist,2,raw_pixels,logreg,0.75,0.0,0.0018620491027832,2.156599521636963,2000,1000,ok,
fashion_mnist,2,raw_pixels,ridge,0.788,0.0,0.0018620491027832,0.2586808204650879,2000,1000,ok,
fashion_mnist,2,raw_pixels,linear_svm,0.785,0.0,0.0018620491027832,0.9502902030944824,2000,1000,ok,
fashion_mnist,2,raw_pixels,knn5,0.788,0.0,0.0018620491027832,1.4394221305847168,2000,1000,ok,
fashion_mnist,2,raw_pixels,small_mlp,0.802,0.0,0.0018620491027832,4.198145627975464,2000,1000,ok,
fashion_mnist,3,oja,logreg,0.345,0.1445390625,2.389613628387451,0.3392069339752197,2000,1000,ok,
fashion_mnist,3,oja,ridge,0.761,0.1445390625,2.389613628387451,0.0048344135284423,2000,1000,ok,
fashion_mnist,3,oja,linear_svm,0.263,0.1445390625,2.389613628387451,0.2623143196105957,2000,1000,ok,
fashion_mnist,3,oja,knn5,0.515,0.1445390625,2.389613628387451,1.171616792678833,2000,1000,ok,
fashion_mnist,3,oja,small_mlp,0.396,0.1445390625,2.389613628387451,0.3301968574523926,2000,1000,ok,
fashion_mnist,3,sparse_oja,logreg,0.228,0.8984375,2.6043858528137207,0.5442767143249512,2000,1000,ok,
fashion_mnist,3,sparse_oja,ridge,0.582,0.8984375,2.6043858528137207,0.0056872367858886,2000,1000,ok,
fashion_mnist,3,sparse_oja,linear_svm,0.121,0.8984375,2.6043858528137207,0.2961182594299316,2000,1000,ok,
fashion_mnist,3,sparse_oja,knn5,0.34,0.8984375,2.6043858528137207,1.225841045379639,2000,1000,ok,
fashion_mnist,3,sparse_oja,small_mlp,0.229,0.8984375,2.6043858528137207,0.4101855754852295,2000,1000,ok,
fashion_mnist,3,homeostatic_sparse_oja,logreg,0.217,0.8984375,3.651145219802856,0.5671029090881348,2000,1000,ok,
fashion_mnist,3,homeostatic_sparse_oja,ridge,0.581,0.8984375,3.651145219802856,0.0046300888061523,2000,1000,ok,
fashion_mnist,3,homeostatic_sparse_oja,linear_svm,0.106,0.8984375,3.651145219802856,0.3488507270812988,2000,1000,ok,
fashion_mnist,3,homeostatic_sparse_oja,knn5,0.334,0.8984375,3.651145219802856,1.3563237190246582,2000,1000,ok,
fashion_mnist,3,homeostatic_sparse_oja,small_mlp,0.224,0.8984375,3.651145219802856,0.3389294147491455,2000,1000,ok,
fashion_mnist,3,raw_pixels,logreg,0.742,0.0,0.0014708042144775,2.715911865234375,2000,1000,ok,
fashion_mnist,3,raw_pixels,ridge,0.749,0.0,0.0014708042144775,0.2958133220672607,2000,1000,ok,
fashion_mnist,3,raw_pixels,linear_svm,0.754,0.0,0.0014708042144775,0.955242156982422,2000,1000,ok,
fashion_mnist,3,raw_pixels,knn5,0.768,0.0,0.0014708042144775,1.4459681510925293,2000,1000,ok,
fashion_mnist,3,raw_pixels,small_mlp,0.805,0.0,0.0014708042144775,4.192994594573975,2000,1000,ok,
fashion_mnist,4,oja,logreg,0.284,0.1135546875,3.4910728931427,0.3163414001464844,2000,1000,ok,
fashion_mnist,4,oja,ridge,0.782,0.1135546875,3.4910728931427,0.0046586990356445,2000,1000,ok,
fashion_mnist,4,oja,linear_svm,0.423,0.1135546875,3.4910728931427,0.3321714401245117,2000,1000,ok,
fashion_mnist,4,oja,knn5,0.512,0.1135546875,3.4910728931427,1.216761589050293,2000,1000,ok,
fashion_mnist,4,oja,small_mlp,0.243,0.1135546875,3.4910728931427,0.1517567634582519,2000,1000,ok,
fashion_mnist,4,sparse_oja,logreg,0.264,0.8984375,2.5940425395965576,0.5091044902801514,2000,1000,ok,
fashion_mnist,4,sparse_oja,ridge,0.602,0.8984375,2.5940425395965576,0.0053365230560302,2000,1000,ok,
fashion_mnist,4,sparse_oja,linear_svm,0.111,0.8984375,2.5940425395965576,0.3414576053619385,2000,1000,ok,
fashion_mnist,4,sparse_oja,knn5,0.318,0.8984375,2.5940425395965576,1.1255393028259275,2000,1000,ok,
fashion_mnist,4,sparse_oja,small_mlp,0.086,0.8984375,2.5940425395965576,0.0317866802215576,2000,1000,ok,
fashion_mnist,4,homeostatic_sparse_oja,logreg,0.181,0.8984375,2.923205614089966,0.5357358455657959,2000,1000,ok,
fashion_mnist,4,homeostatic_sparse_oja,ridge,0.601,0.8984375,2.923205614089966,0.0048034191131591,2000,1000,ok,
fashion_mnist,4,homeostatic_sparse_oja,linear_svm,0.125,0.8984375,2.923205614089966,0.3135619163513183,2000,1000,ok,
fashion_mnist,4,homeostatic_sparse_oja,knn5,0.315,0.8984375,2.923205614089966,1.3107898235321045,2000,1000,ok,
fashion_mnist,4,homeostatic_sparse_oja,small_mlp,0.109,0.8984375,2.923205614089966,0.041116714477539,2000,1000,ok,
fashion_mnist,4,raw_pixels,logreg,0.787,0.0,0.0016701221466064,2.3461668491363525,2000,1000,ok,
fashion_mnist,4,raw_pixels,ridge,0.773,0.0,0.0016701221466064,0.2730176448822021,2000,1000,ok,
fashion_mnist,4,raw_pixels,linear_svm,0.796,0.0,0.0016701221466064,0.8326926231384277,2000,1000,ok,
fashion_mnist,4,raw_pixels,knn5,0.777,0.0,0.0016701221466064,1.373915195465088,2000,1000,ok,
fashion_mnist,4,raw_pixels,small_mlp,0.83,0.0,0.0016701221466064,4.287198781967163,2000,1000,ok,
fashion_mnist,5,oja,logreg,0.201,0.11165625,2.288917064666748,0.4824728965759277,2000,1000,ok,
fashion_mnist,5,oja,ridge,0.77,0.11165625,2.288917064666748,0.0043232440948486,2000,1000,ok,
fashion_mnist,5,oja,linear_svm,0.253,0.11165625,2.288917064666748,0.3460996150970459,2000,1000,ok,
fashion_mnist,5,oja,knn5,0.489,0.11165625,2.288917064666748,1.1394472122192385,2000,1000,ok,
fashion_mnist,5,oja,small_mlp,0.13,0.11165625,2.288917064666748,0.0984482765197753,2000,1000,ok,
fashion_mnist,5,sparse_oja,logreg,0.207,0.8984375,3.4040024280548096,0.5170626640319824,2000,1000,ok,
fashion_mnist,5,sparse_oja,ridge,0.645,0.8984375,3.4040024280548096,0.0054583549499511,2000,1000,ok,
fashion_mnist,5,sparse_oja,linear_svm,0.201,0.8984375,3.4040024280548096,0.3317303657531738,2000,1000,ok,
fashion_mnist,5,sparse_oja,knn5,0.439,0.8984375,3.4040024280548096,1.214353322982788,2000,1000,ok,
fashion_mnist,5,sparse_oja,small_mlp,0.106,0.8984375,3.4040024280548096,0.0335190296173095,2000,1000,ok,
fashion_mnist,5,homeostatic_sparse_oja,logreg,0.132,0.8984375,3.390873908996582,0.6699624061584473,2000,1000,ok,
fashion_mnist,5,homeostatic_sparse_oja,ridge,0.642,0.8984375,3.390873908996582,0.0066304206848144,2000,1000,ok,
fashion_mnist,5,homeostatic_sparse_oja,linear_svm,0.302,0.8984375,3.390873908996582,0.3301782608032226,2000,1000,ok,
fashion_mnist,5,homeostatic_sparse_oja,knn5,0.422,0.8984375,3.390873908996582,1.1899778842926023,2000,1000,ok,
fashion_mnist,5,homeostatic_sparse_oja,small_mlp,0.113,0.8984375,3.390873908996582,0.1028563976287841,2000,1000,ok,
fashion_mnist,5,raw_pixels,logreg,0.78,0.0,0.001493215560913,2.263639211654663,2000,1000,ok,
fashion_mnist,5,raw_pixels,ridge,0.748,0.0,0.001493215560913,0.2573714256286621,2000,1000,ok,
fashion_mnist,5,raw_pixels,linear_svm,0.781,0.0,0.001493215560913,0.8461661338806152,2000,1000,ok,
fashion_mnist,5,raw_pixels,knn5,0.784,0.0,0.001493215560913,1.1603636741638184,2000,1000,ok,
fashion_mnist,5,raw_pixels,small_mlp,0.781,0.0,0.001493215560913,2.895320177078247,2000,1000,ok,
fashion_mnist,6,oja,logreg,0.428,0.1710625,2.290837526321411,0.4301505088806152,2000,1000,ok,
fashion_mnist,6,oja,ridge,0.732,0.1710625,2.290837526321411,0.0049540996551513,2000,1000,ok,
fashion_mnist,6,oja,linear_svm,0.269,0.1710625,2.290837526321411,0.2950294017791748,2000,1000,ok,
fashion_mnist,6,oja,knn5,0.478,0.1710625,2.290837526321411,0.9553160667419434,2000,1000,ok,
fashion_mnist,6,oja,small_mlp,0.42,0.1710625,2.290837526321411,0.3064064979553222,2000,1000,ok,
fashion_mnist,6,sparse_oja,logreg,0.206,0.8984375,2.98172664642334,0.5622055530548096,2000,1000,ok,
fashion_mnist,6,sparse_oja,ridge,0.567,0.8984375,2.98172664642334,0.0048339366912841,2000,1000,ok,
fashion_mnist,6,sparse_oja,linear_svm,0.184,0.8984375,2.98172664642334,0.3075973987579345,2000,1000,ok,
fashion_mnist,6,sparse_oja,knn5,0.345,0.8984375,2.98172664642334,1.0997982025146484,2000,1000,ok,
fashion_mnist,6,sparse_oja,small_mlp,0.083,0.8984375,2.98172664642334,0.1362059116363525,2000,1000,ok,
fashion_mnist,6,homeostatic_sparse_oja,logreg,0.176,0.8984375,2.294605493545532,0.5641441345214844,2000,1000,ok,
fashion_mnist,6,homeostatic_sparse_oja,ridge,0.563,0.8984375,2.294605493545532,0.0046632289886474,2000,1000,ok,
fashion_mnist,6,homeostatic_sparse_oja,linear_svm,0.209,0.8984375,2.294605493545532,0.3223638534545898,2000,1000,ok,
fashion_mnist,6,homeostatic_sparse_oja,knn5,0.33,0.8984375,2.294605493545532,1.0932776927947998,2000,1000,ok,
fashion_mnist,6,homeostatic_sparse_oja,small_mlp,0.086,0.8984375,2.294605493545532,0.044957160949707,2000,1000,ok,
fashion_mnist,6,raw_pixels,logreg,0.754,0.0,0.0009331703186035,2.3195037841796875,2000,1000,ok,
fashion_mnist,6,raw_pixels,ridge,0.738,0.0,0.0009331703186035,0.300032377243042,2000,1000,ok,
fashion_mnist,6,raw_pixels,linear_svm,0.758,0.0,0.0009331703186035,0.8004350662231445,2000,1000,ok,
fashion_mnist,6,raw_pixels,knn5,0.767,0.0,0.0009331703186035,1.49859356880188,2000,1000,ok,
fashion_mnist,6,raw_pixels,small_mlp,0.799,0.0,0.0009331703186035,7.302878141403198,2000,1000,ok,
fashion_mnist,7,oja,logreg,0.297,0.143984375,3.080848932266236,0.3234598636627197,2000,1000,ok,
fashion_mnist,7,oja,ridge,0.768,0.143984375,3.080848932266236,0.0055279731750488,2000,1000,ok,
fashion_mnist,7,oja,linear_svm,0.439,0.143984375,3.080848932266236,0.3434107303619385,2000,1000,ok,
fashion_mnist,7,oja,knn5,0.526,0.143984375,3.080848932266236,1.2115821838378906,2000,1000,ok,
fashion_mnist,7,oja,small_mlp,0.299,0.143984375,3.080848932266236,0.1484491825103759,2000,1000,ok,
fashion_mnist,7,sparse_oja,logreg,0.217,0.8984375,2.4925670623779297,0.6412522792816162,2000,1000,ok,
fashion_mnist,7,sparse_oja,ridge,0.578,0.8984375,2.4925670623779297,0.0047647953033447,2000,1000,ok,
fashion_mnist,7,sparse_oja,linear_svm,0.227,0.8984375,2.4925670623779297,0.3490228652954101,2000,1000,ok,
fashion_mnist,7,sparse_oja,knn5,0.37,0.8984375,2.4925670623779297,1.1886117458343506,2000,1000,ok,
fashion_mnist,7,sparse_oja,small_mlp,0.102,0.8984375,2.4925670623779297,0.0985350608825683,2000,1000,ok,
fashion_mnist,7,homeostatic_sparse_oja,logreg,0.354,0.8984375,2.7900726795196533,0.6738345623016357,2000,1000,ok,
fashion_mnist,7,homeostatic_sparse_oja,ridge,0.569,0.8984375,2.7900726795196533,0.00504732131958,2000,1000,ok,
fashion_mnist,7,homeostatic_sparse_oja,linear_svm,0.199,0.8984375,2.7900726795196533,0.3090903759002685,2000,1000,ok,
fashion_mnist,7,homeostatic_sparse_oja,knn5,0.359,0.8984375,2.7900726795196533,1.1050105094909668,2000,1000,ok,
fashion_mnist,7,homeostatic_sparse_oja,small_mlp,0.105,0.8984375,2.7900726795196533,0.1328520774841308,2000,1000,ok,
fashion_mnist,7,raw_pixels,logreg,0.761,0.0,0.0006260871887207,2.410321950912476,2000,1000,ok,
fashion_mnist,7,raw_pixels,ridge,0.764,0.0,0.0006260871887207,0.2952210903167724,2000,1000,ok,
fashion_mnist,7,raw_pixels,linear_svm,0.778,0.0,0.0006260871887207,1.0599191188812256,2000,1000,ok,
fashion_mnist,7,raw_pixels,knn5,0.787,0.0,0.0006260871887207,1.336878776550293,2000,1000,ok,
fashion_mnist,7,raw_pixels,small_mlp,0.816,0.0,0.0006260871887207,3.7985243797302246,2000,1000,ok,
fashion_mnist,8,oja,logreg,0.464,0.113015625,2.5862629413604736,0.3012783527374267,2000,1000,ok,
fashion_mnist,8,oja,ridge,0.779,0.113015625,2.5862629413604736,0.0046513080596923,2000,1000,ok,
fashion_mnist,8,oja,linear_svm,0.419,0.113015625,2.5862629413604736,0.3197431564331054,2000,1000,ok,
fashion_mnist,8,oja,knn5,0.551,0.113015625,2.5862629413604736,1.0607271194458008,2000,1000,ok,
fashion_mnist,8,oja,small_mlp,0.162,0.113015625,2.5862629413604736,0.1483018398284912,2000,1000,ok,
fashion_mnist,8,sparse_oja,logreg,0.339,0.8984375,2.2911489009857178,0.5074965953826904,2000,1000,ok,
fashion_mnist,8,sparse_oja,ridge,0.55,0.8984375,2.2911489009857178,0.0049495697021484,2000,1000,ok,
fashion_mnist,8,sparse_oja,linear_svm,0.161,0.8984375,2.2911489009857178,0.3426878452301025,2000,1000,ok,
fashion_mnist,8,sparse_oja,knn5,0.394,0.8984375,2.2911489009857178,1.121769905090332,2000,1000,ok,
fashion_mnist,8,sparse_oja,small_mlp,0.11,0.8984375,2.2911489009857178,0.1061513423919677,2000,1000,ok,
fashion_mnist,8,homeostatic_sparse_oja,logreg,0.232,0.8984375,2.784450054168701,0.5938258171081543,2000,1000,ok,
fashion_mnist,8,homeostatic_sparse_oja,ridge,0.548,0.8984375,2.784450054168701,0.0051133632659912,2000,1000,ok,
fashion_mnist,8,homeostatic_sparse_oja,linear_svm,0.139,0.8984375,2.784450054168701,0.3714218139648437,2000,1000,ok,
fashion_mnist,8,homeostatic_sparse_oja,knn5,0.388,0.8984375,2.784450054168701,1.214219093322754,2000,1000,ok,
fashion_mnist,8,homeostatic_sparse_oja,small_mlp,0.109,0.8984375,2.784450054168701,0.1077413558959961,2000,1000,ok,
fashion_mnist,8,raw_pixels,logreg,0.779,0.0,0.0007948875427246,2.2924139499664307,2000,1000,ok,
fashion_mnist,8,raw_pixels,ridge,0.77,0.0,0.0007948875427246,0.3700385093688965,2000,1000,ok,
fashion_mnist,8,raw_pixels,linear_svm,0.779,0.0,0.0007948875427246,0.8961997032165527,2000,1000,ok,
fashion_mnist,8,raw_pixels,knn5,0.797,0.0,0.0007948875427246,1.5964725017547607,2000,1000,ok,
fashion_mnist,8,raw_pixels,small_mlp,0.789,0.0,0.0007948875427246,2.997430324554444,2000,1000,ok,
fashion_mnist,9,oja,logreg,0.286,0.100015625,2.3869447708129883,0.3103618621826172,2000,1000,ok,
fashion_mnist,9,oja,ridge,0.77,0.100015625,2.3869447708129883,0.0047993659973144,2000,1000,ok,
fashion_mnist,9,oja,linear_svm,0.393,0.100015625,2.3869447708129883,0.3194942474365234,2000,1000,ok,
fashion_mnist,9,oja,knn5,0.467,0.100015625,2.3869447708129883,1.1453025341033936,2000,1000,ok,
fashion_mnist,9,oja,small_mlp,0.198,0.100015625,2.3869447708129883,0.1109676361083984,2000,1000,ok,
fashion_mnist,9,sparse_oja,logreg,0.309,0.8984375,1.979250192642212,0.5246415138244629,2000,1000,ok,
fashion_mnist,9,sparse_oja,ridge,0.647,0.8984375,1.979250192642212,0.0045771598815917,2000,1000,ok,
fashion_mnist,9,sparse_oja,linear_svm,0.281,0.8984375,1.979250192642212,0.3389482498168945,2000,1000,ok,
fashion_mnist,9,sparse_oja,knn5,0.443,0.8984375,1.979250192642212,1.0291435718536377,2000,1000,ok,
fashion_mnist,9,sparse_oja,small_mlp,0.32,0.8984375,1.979250192642212,0.1473240852355957,2000,1000,ok,
fashion_mnist,9,homeostatic_sparse_oja,logreg,0.369,0.8984375,2.700974702835083,0.5028467178344727,2000,1000,ok,
fashion_mnist,9,homeostatic_sparse_oja,ridge,0.642,0.8984375,2.700974702835083,0.0047328472137451,2000,1000,ok,
fashion_mnist,9,homeostatic_sparse_oja,linear_svm,0.37,0.8984375,2.700974702835083,0.3184797763824463,2000,1000,ok,
fashion_mnist,9,homeostatic_sparse_oja,knn5,0.491,0.8984375,2.700974702835083,1.1530191898345947,2000,1000,ok,
fashion_mnist,9,homeostatic_sparse_oja,small_mlp,0.255,0.8984375,2.700974702835083,0.1025967597961425,2000,1000,ok,
fashion_mnist,9,raw_pixels,logreg,0.791,0.0,0.0006389617919921,2.162238121032715,2000,1000,ok,
fashion_mnist,9,raw_pixels,ridge,0.783,0.0,0.0006389617919921,0.4011015892028808,2000,1000,ok,
fashion_mnist,9,raw_pixels,linear_svm,0.759,0.0,0.0006389617919921,0.916041612625122,2000,1000,ok,
fashion_mnist,9,raw_pixels,knn5,0.804,0.0,0.0006389617919921,1.4696617126464844,2000,1000,ok,
fashion_mnist,9,raw_pixels,small_mlp,0.8,0.0,0.0006389617919921,3.398267269134521,2000,1000,ok,
mnist,0,mlp_hidden,logreg,0.88,0.1498515625,1.3297910690307615,0.3581686019897461,2000,1000,ok,
mnist,0,mlp_hidden,ridge,0.868,0.1498515625,1.3297910690307615,0.0054726600646972,2000,1000,ok,
mnist,0,mlp_hidden,linear_svm,0.875,0.1498515625,1.3297910690307615,0.1959414482116699,2000,1000,ok,
mnist,0,mlp_hidden,knn5,0.894,0.1498515625,1.3297910690307615,1.3152096271514893,2000,1000,ok,
mnist,0,mlp_hidden,small_mlp,0.809,0.1498515625,1.3297910690307615,0.1079554557800293,2000,1000,ok,
mnist,0,standard_cnn_penultimate,logreg,0.84,0.3537421875,1.6595542430877686,0.4328734874725342,2000,1000,ok,
mnist,0,standard_cnn_penultimate,ridge,0.907,0.3537421875,1.6595542430877686,0.005129337310791,2000,1000,ok,
mnist,0,standard_cnn_penultimate,linear_svm,0.851,0.3537421875,1.6595542430877686,0.2260134220123291,2000,1000,ok,
mnist,0,standard_cnn_penultimate,knn5,0.859,0.3537421875,1.6595542430877686,1.106539964675903,2000,1000,ok,
mnist,0,standard_cnn_penultimate,small_mlp,0.85,0.3537421875,1.6595542430877686,0.3428769111633301,2000,1000,ok,
mnist,1,mlp_hidden,logreg,0.872,0.12328125,0.112861156463623,0.3703112602233886,2000,1000,ok,
mnist,1,mlp_hidden,ridge,0.863,0.12328125,0.112861156463623,0.0050029754638671,2000,1000,ok,
mnist,1,mlp_hidden,linear_svm,0.864,0.12328125,0.112861156463623,0.2406163215637207,2000,1000,ok,
mnist,1,mlp_hidden,knn5,0.883,0.12328125,0.112861156463623,1.1633343696594238,2000,1000,ok,
mnist,1,mlp_hidden,small_mlp,0.858,0.12328125,0.112861156463623,0.2278943061828613,2000,1000,ok,
mnist,1,standard_cnn_penultimate,logreg,0.852,0.3133125,1.3826525211334229,0.3540141582489013,2000,1000,ok,
mnist,1,standard_cnn_penultimate,ridge,0.912,0.3133125,1.3826525211334229,0.0045239925384521,2000,1000,ok,
mnist,1,standard_cnn_penultimate,linear_svm,0.877,0.3133125,1.3826525211334229,0.2125556468963623,2000,1000,ok,
mnist,1,standard_cnn_penultimate,knn5,0.861,0.3133125,1.3826525211334229,1.2178716659545898,2000,1000,ok,
mnist,1,standard_cnn_penultimate,small_mlp,0.76,0.3133125,1.3826525211334229,0.1193988323211669,2000,1000,ok,
mnist,2,mlp_hidden,logreg,0.867,0.129265625,0.2181768417358398,0.3628847599029541,2000,1000,ok,
mnist,2,mlp_hidden,ridge,0.861,0.129265625,0.2181768417358398,0.0049734115600585,2000,1000,ok,
mnist,2,mlp_hidden,linear_svm,0.858,0.129265625,0.2181768417358398,0.2145347595214843,2000,1000,ok,
mnist,2,mlp_hidden,knn5,0.893,0.129265625,0.2181768417358398,1.2013676166534424,2000,1000,ok,
mnist,2,mlp_hidden,small_mlp,0.843,0.129265625,0.2181768417358398,0.2022144794464111,2000,1000,ok,
mnist,2,standard_cnn_penultimate,logreg,0.884,0.3296484375,1.1698331832885742,0.3113477230072021,2000,1000,ok,
mnist,2,standard_cnn_penultimate,ridge,0.916,0.3296484375,1.1698331832885742,0.0044233798980712,2000,1000,ok,
mnist,2,standard_cnn_penultimate,linear_svm,0.845,0.3296484375,1.1698331832885742,0.2264666557312011,2000,1000,ok,
mnist,2,standard_cnn_penultimate,knn5,0.873,0.3296484375,1.1698331832885742,1.2328248023986816,2000,1000,ok,
mnist,2,standard_cnn_penultimate,small_mlp,0.774,0.3296484375,1.1698331832885742,0.1368789672851562,2000,1000,ok,
mnist,3,mlp_hidden,logreg,0.884,0.154671875,0.1374468803405761,0.3510584831237793,2000,1000,ok,
mnist,3,mlp_hidden,ridge,0.879,0.154671875,0.1374468803405761,0.0048987865447998,2000,1000,ok,
mnist,3,mlp_hidden,linear_svm,0.862,0.154671875,0.1374468803405761,0.2107698917388916,2000,1000,ok,
mnist,3,mlp_hidden,knn5,0.891,0.154671875,0.1374468803405761,1.131026268005371,2000,1000,ok,
mnist,3,mlp_hidden,small_mlp,0.879,0.154671875,0.1374468803405761,0.312934398651123,2000,1000,ok,
mnist,3,standard_cnn_penultimate,logreg,0.859,0.41378125,1.3140201568603516,0.3765826225280761,2000,1000,ok,
mnist,3,standard_cnn_penultimate,ridge,0.92,0.41378125,1.3140201568603516,0.0043303966522216,2000,1000,ok,
mnist,3,standard_cnn_penultimate,linear_svm,0.874,0.41378125,1.3140201568603516,0.1925244331359863,2000,1000,ok,
mnist,3,standard_cnn_penultimate,knn5,0.883,0.41378125,1.3140201568603516,1.1143155097961426,2000,1000,ok,
mnist,3,standard_cnn_penultimate,small_mlp,0.824,0.41378125,1.3140201568603516,0.2099525928497314,2000,1000,ok,
mnist,4,mlp_hidden,logreg,0.883,0.1721015625,1.0829761028289795,0.3174688816070556,2000,1000,ok,
mnist,4,mlp_hidden,ridge,0.862,0.1721015625,1.0829761028289795,0.0094025135040283,2000,1000,ok,
mnist,4,mlp_hidden,linear_svm,0.864,0.1721015625,1.0829761028289795,0.1801643371582031,2000,1000,ok,
mnist,4,mlp_hidden,knn5,0.885,0.1721015625,1.0829761028289795,1.332463026046753,2000,1000,ok,
mnist,4,mlp_hidden,small_mlp,0.859,0.1721015625,1.0829761028289795,0.2239522933959961,2000,1000,ok,
mnist,4,standard_cnn_penultimate,logreg,0.869,0.3692421875,1.4698152542114258,0.3954851627349853,2000,1000,ok,
mnist,4,standard_cnn_penultimate,ridge,0.893,0.3692421875,1.4698152542114258,0.005333662033081,2000,1000,ok,
mnist,4,standard_cnn_penultimate,linear_svm,0.86,0.3692421875,1.4698152542114258,0.2547590732574463,2000,1000,ok,
mnist,4,standard_cnn_penultimate,knn5,0.846,0.3692421875,1.4698152542114258,1.1190102100372314,2000,1000,ok,
mnist,4,standard_cnn_penultimate,small_mlp,0.821,0.3692421875,1.4698152542114258,0.2356855869293213,2000,1000,ok,
fashion_mnist,0,mlp_hidden,logreg,0.776,0.33046875,0.0982186794281005,0.4081754684448242,2000,1000,ok,
fashion_mnist,0,mlp_hidden,ridge,0.787,0.33046875,0.0982186794281005,0.0051589012145996,2000,1000,ok,
fashion_mnist,0,mlp_hidden,linear_svm,0.779,0.33046875,0.0982186794281005,0.2374014854431152,2000,1000,ok,
fashion_mnist,0,mlp_hidden,knn5,0.749,0.33046875,0.0982186794281005,1.2206006050109863,2000,1000,ok,
fashion_mnist,0,mlp_hidden,small_mlp,0.716,0.33046875,0.0982186794281005,0.1390833854675293,2000,1000,ok,
fashion_mnist,0,standard_cnn_penultimate,logreg,0.729,0.3856015625,1.6746537685394287,0.4284400939941406,2000,1000,ok,
fashion_mnist,0,standard_cnn_penultimate,ridge,0.768,0.3856015625,1.6746537685394287,0.0052919387817382,2000,1000,ok,
fashion_mnist,0,standard_cnn_penultimate,linear_svm,0.662,0.3856015625,1.6746537685394287,0.2402205467224121,2000,1000,ok,
fashion_mnist,0,standard_cnn_penultimate,knn5,0.682,0.3856015625,1.6746537685394287,1.2947523593902588,2000,1000,ok,
fashion_mnist,0,standard_cnn_penultimate,small_mlp,0.679,0.3856015625,1.6746537685394287,0.3000223636627197,2000,1000,ok,
fashion_mnist,1,mlp_hidden,logreg,0.734,0.266625,0.1132426261901855,0.4132833480834961,2000,1000,ok,
fashion_mnist,1,mlp_hidden,ridge,0.799,0.266625,0.1132426261901855,0.0051758289337158,2000,1000,ok,
fashion_mnist,1,mlp_hidden,linear_svm,0.785,0.266625,0.1132426261901855,0.2293834686279297,2000,1000,ok,
fashion_mnist,1,mlp_hidden,knn5,0.757,0.266625,0.1132426261901855,1.12857985496521,2000,1000,ok,
fashion_mnist,1,mlp_hidden,small_mlp,0.74,0.266625,0.1132426261901855,0.1437151432037353,2000,1000,ok,
fashion_mnist,1,standard_cnn_penultimate,logreg,0.684,0.3420546875,1.7928593158721924,0.4739778041839599,2000,1000,ok,
fashion_mnist,1,standard_cnn_penultimate,ridge,0.81,0.3420546875,1.7928593158721924,0.0096478462219238,2000,1000,ok,
fashion_mnist,1,standard_cnn_penultimate,linear_svm,0.729,0.3420546875,1.7928593158721924,0.2474794387817382,2000,1000,ok,
fashion_mnist,1,standard_cnn_penultimate,knn5,0.707,0.3420546875,1.7928593158721924,1.2518067359924316,2000,1000,ok,
fashion_mnist,1,standard_cnn_penultimate,small_mlp,0.657,0.3420546875,1.7928593158721924,0.1357967853546142,2000,1000,ok,
fashion_mnist,2,mlp_hidden,logreg,0.751,0.2163203125,0.1250257492065429,0.4931528568267822,2000,1000,ok,
fashion_mnist,2,mlp_hidden,ridge,0.797,0.2163203125,0.1250257492065429,0.005995750427246,2000,1000,ok,
fashion_mnist,2,mlp_hidden,linear_svm,0.719,0.2163203125,0.1250257492065429,0.2929708957672119,2000,1000,ok,
fashion_mnist,2,mlp_hidden,knn5,0.74,0.2163203125,0.1250257492065429,1.2821781635284424,2000,1000,ok,
fashion_mnist,2,mlp_hidden,small_mlp,0.743,0.2163203125,0.1250257492065429,0.2268896102905273,2000,1000,ok,
fashion_mnist,2,standard_cnn_penultimate,logreg,0.652,0.3488671875,1.8502109050750728,0.3695254325866699,2000,1000,ok,
fashion_mnist,2,standard_cnn_penultimate,ridge,0.777,0.3488671875,1.8502109050750728,0.0048842430114746,2000,1000,ok,
fashion_mnist,2,standard_cnn_penultimate,linear_svm,0.697,0.3488671875,1.8502109050750728,0.2058892250061035,2000,1000,ok,
fashion_mnist,2,standard_cnn_penultimate,knn5,0.72,0.3488671875,1.8502109050750728,1.2078349590301514,2000,1000,ok,
fashion_mnist,2,standard_cnn_penultimate,small_mlp,0.709,0.3488671875,1.8502109050750728,0.2047774791717529,2000,1000,ok,
